"IP_ID","YEAR","AGE","EDUCATION"
"LGM191",2022,"43",1
"TXX129",2022,"18",1
"BEO284",2022,"43",2
"YVC971",2022,"67",1
"XYR468",2022,"21",1
"YMV036",2022,"70",3
"AMK023",2022,"67",2
"BVD033",2022,"56",3
"NTQ912",2022,"37",3
"NHI773",2022,"54",2
"NPF_811",2022,"35",2
"GDE157",2022,"67",2
"ELN504",2022,"66",3
"XTH841",2022,"51",3
"RUA990",2022,"41",3
"ZGY178",2022,"64",3
"BGZ323",2022,"70",1
"OBU917",2022,"73",3
"KLP046",2022,"47",3
"GEJ_265",2022,"68",3
"AHR672",2022,"75",NA
"MTJ199",2022,"40",3
"IKS157",2022,"58",3
"BXJ190",2022,"39",1
"PWA776",2022,"62",3
"HRR268",2022,"40",1
"VZA852",2022,"51",2
"GRQ082",2022,"36",2
"NWQ332",2022,"48",3
"VKN336",2022,"56",NA
"IDG_544",2022,"44",2
"SOH398",2022,"47",2
"URS310",2022,"32",2
"QPA946",2022,"73",3
"MED978",2022,"67",1
"WIL_032",2022,"41",3
"YYU396",2022,"52",3
"HDG659",2022,"73",3
"RBP912",2022,"21",1
"GNM593",2022,"75",1
"EPW523",2022,"61",2
"EMA529",2022,"71",3
"PRZ_915",2022,"19",1
"GKG895",2022,"57",2
"OSC701",2022,"39",3
"XGG269",2022,"60",3
"XER720",2022,"46",3
"RNF489",2022,"62",3
"TFA460",2022,"32",3
"VOX303",2022,"42",2
"RBF338",2022,"36",3
"TQU195",2022,"62",3
"XCQ074",2022,"63",3
"SCR867",2022,"65",3
"FKL425",2022,"48",1
"NDZ548",2022,"48",3
"LVZ864",2022,"60",3
"IYL127",2022,"45",3
"WMQ_915",2022,"60",1
"BWN347",2022,"39",3
"REZ617",2022,"41",3
"OBT012",2022,"35",1
"VRR_601",2022,"56",3
"RGI082",2022,"48",3
"YZV868",2022,"58",1
"VBM949",2022,"65",3
"PQW024",2022,"31",1
"IEQ912",2022,"39",3
"UIM096",2022,"21",1
"MDV962",2022,NA,1
"HNB764",2022,"34",3
"GPX_123",2022,"35",3
"KNH265",2022,"46",2
"IHR799",2022,"46",NA
"SUJ118",2022,"67",3
"TSJ605",2022,"39",2
"CCU949",2022,"35",1
"CHE777",2022,"37",3
"ZRF566",2022,"52",3
"MBZ269",2022,"52",3
"BLZ282",2022,"37",3
"BUB472",2022,"58",3
"VOQ764",2022,"53",3
"SUZ459",2022,"66",3
"ARF177",2022,"75",2
"FJU228",2022,"50",2
"UCN086",2022,"19",1
"ASX996",2022,"66",1
"WVX961",2022,"53",1
"EEZ698",2022,"59",3
"HXW024",2022,"59",3
"XKI_358",2022,"66",2
"AJJ860",2022,"25",1
"WJP977",2022,"41",1
"UUP408",2022,"61",3
"TIK601",2022,"44",3
"TEU761",2022,"52",3
"VRB944",2022,"75",NA
"UIH749",2022,"61",2
"WKF429",2022,"49",3
"ERK_330",2022,"60",3
"COT121",2022,"66",3
"PMM822",2022,"75",1
"CEU870",2022,"46",3
"TTM950",2022,"60",3
"TYI184",2022,"47",3
"DCB207",2022,"48",3
"WWP321",2022,"60",2
"VGW747",2022,"45",3
"OQV_293",2022,"35",3
"NDS518",2022,"39",3
"ARA437",2022,"28",3
"HYG_395",2022,"32",3
"JHX341",2022,"57",3
"MYR135",2022,"67",3
"NNY983",2022,"66",3
"HMA315",2022,"68",2
"QFE179",2022,"38",3
"JYC184",2022,"70",2
"VWD978",2022,"38",1
"MPG365",2022,"65",2
"DGB232",2022,"75",3
"LEM171",2022,"46",1
"JMO567",2022,"71",3
"XAL812",2022,"48",3
"SQR_065",2022,"56",1
"OTN854",2022,"65",3
"JQL721",2022,"65",2
"ZSI147",2022,"33",3
"XUO350",2022,"41",3
"MOE740",2022,"46",1
"ZMG533",2022,"75",1
"UBM202",2022,"73",3
"ZBK630",2022,"28",1
"MSU167",2022,"28",3
"CGK580",2022,"71",3
"MJI377",2022,"39",3
"DSQ542",2022,"55",3
"FQW202",2022,"28",3
"FNG235",2022,"50",2
"EKC237",2022,"75",3
"RNN462",2022,"36",2
"UPE945",2022,"74",1
"TSO973",2022,"53",1
"ZIO_767",2022,"32",3
"ZMU791",2022,"33",1
"PLD178",2022,"57",3
"VJS321",2022,"60",1
"LBX876",2022,"47",1
"PJT_496",2022,"36",1
"FPX466",2022,"36",3
"LGH_523",2022,"68",2
"YTX558",2022,"74",1
"CIF904",2022,"67",2
"UFO_444",2022,"47",1
"VMK584",2022,"74",3
"KTH295",2022,"49",3
"TIE018",2022,"39",3
"DZS420",2022,"68",2
"ITC467",2022,"70",1
"HVC820",2022,"45",3
"ZVS983",2022,"68",1
"TYB128",2022,"27",3
"UUB977",2022,"54",1
"PRH245",2022,"21",2
"EFG515",2022,"33",3
"HOO312",2022,"61",3
"KDB349",2022,"72",2
"VSL310",2022,"50",3
"EVK462",2022,"69",2
"WVC199",2022,"73",3
"KLE645",2022,"58",NA
"YXT263",2022,"57",1
"QUS_282",2022,"40",1
"QWJ566",2022,"50",2
"ZLE386",2022,"41",2
"PYP761",2022,"28",3
"QTT233",2022,"58",3
"ERH808",2022,"71",3
"GQD756",2022,"46",3
"SWA056",2022,"56",3
"LWU993",2022,"29",1
"SWO525",2022,"66",3
"CKW358",2022,"73",3
"RYC_135",2022,"34",3
"RGJ221",2022,"49",3
"KEW432",2022,"73",1
"QEA055",2022,"37",1
"ZLY766",2022,"54",1
"OVU922",2022,"66",1
"PYB305",2022,"37",1
"GAL032",2022,"72",3
"KSI625",2022,"32",3
"UXJ_857",2022,"54",2
"AKU911",2022,"59",1
"WIZ068",2022,"58",3
"DAJ984",2022,"75",3
"EXN060",2022,"36",1
"SOQ960",2022,"39",3
"QMW164",2022,"48",3
"SYX804",2022,"33",3
"JPK404",2022,"69",1
"JHV037",2022,"42",1
"WYK_091",2022,"71",1
"ACJ857",2022,"37",3
"XNK300",2022,"40",1
"FQE_970",2022,"47",3
"TGW865",2022,"66",2
"SJV472",2022,"68",3
"GQT103",2022,"19",1
"EJO668",2022,"41",3
"CZW745",2022,"32",2
"GFY767",2022,"54",2
"BAG522",2022,"37",3
"WUC240",2022,"63",1
"FEY105",2022,"71",1
"GUA_294",2022,"63",1
"DKH670",2022,"39",3
"LKZ875",2022,"53",3
"PGE874",2022,"32",1
"ZTC_223",2022,"24",3
"UWM195",2022,"47",1
"SVU_294",2022,"73",1
"OBK_750",2022,"69",1
"EAW261",2022,"58",2
"MOT381",2022,"50",3
"BCU208",2022,"51",1
"HLX250",2022,"63",1
"SMO_060",2022,"33",2
"OWG964",2022,"39",3
"PQK975",2022,"66",2
"IVN_636",2022,"32",3
"RTG089",2022,"54",NA
"RKT925",2022,"37",3
"LWI716",2022,"22",1
"GKF169",2022,"38",1
"DKH502",2022,"68",1
"NLH935",2022,"38",1
"GOZ287",2022,"35",1
"KCT167",2022,"52",1
"UXZ237",2022,"36",3
"PEF420",2022,"42",1
"JRB279",2022,"58",3
"LGQ933",2022,"29",1
"QAR053",2022,"59",1
"MSQ816",2022,"66",2
"CCJ_299",2022,"36",3
"CTF038",2022,"26",1
"KOP336",2022,"46",1
"CXS079",2022,"45",1
"NZW033",2022,"60",2
"WRO533",2022,"54",3
"CZD588",2022,"55",1
"JMJ_251",2022,"40",2
"DQS_892",2022,"30",2
"JFZ647",2022,"31",1
"GHO096",2022,"52",3
"TSM407",2022,"69",3
"ASL907",2022,"49",1
"URV141",2022,"36",3
"YMT864",2022,"46",1
"PNS327",2022,"73",1
"WAZ709",2022,"33",1
"DRP350",2022,"48",3
"FCF292",2022,"47",2
"XAC218",2022,"32",3
"IFT073",2022,"52",2
"YXK687",2022,"65",1
"GGQ301",2022,"64",1
"SCD435",2022,"53",2
"EMQ087",2022,"52",2
"VEA618",2022,"70",1
"XIN992",2022,"60",3
"RSG528",2022,"60",3
"XVU529",2022,"74",1
"QQE_141",2022,"30",3
"PAE_640",2022,"38",1
"KYW386",2022,"42",3
"ZUJ710",2022,"24",3
"ZFP019",2022,"46",2
"DZQ014",2022,"56",2
"BAU492",2022,"50",2
"WGO754",2022,"52",3
"SHS882",2022,"62",3
"WUF548",2022,"63",3
"QXI114",2022,"59",3
"EOB307",2022,"40",2
"KHX214",2022,"45",1
"YKO975",2022,"51",1
"YTC524",2022,"18",1
"SLE471",2022,"51",3
"FSZ726",2022,"61",2
"YPR763",2022,"60",3
"LKJ210",2022,"67",1
"WPX199",2022,"62",3
"MJN_272",2022,"22",3
"DBG553",2022,"45",3
"WAC732",2022,"74",1
"RKG_104",2022,"45",3
"ZKL603",2022,"69",1
"BRA690",2022,"50",NA
"HVR628",2022,"67",2
"PPC716",2022,"68",3
"TDE902",2022,"46",1
"NVW015",2022,"26",NA
"PKP820",2022,"69",3
"WCP416",2022,"47",3
"ONM699",2022,"33",1
"WSG480",2022,"58",3
"BZR127",2022,"54",1
"KOW777",2022,"33",3
"KTM349",2022,"66",1
"IKN_710",2022,"54",1
"ZPI_432",2022,"26",2
"CFV550",2022,"60",1
"CXL579",2022,"55",3
"XKE568",2022,"61",3
"WMM818",2022,"35",1
"PRC336",2022,"49",2
"RNW333",2022,"74",1
"OFO130",2022,"39",1
"DAC811",2022,"46",2
"RGH634",2022,"74",1
"JFM497",2022,"43",3
"RLU165",2022,"27",3
"NDJ331",2022,"72",1
"SNV645",2022,"54",3
"IEB696",2022,"71",1
"XQY_188",2022,"66",1
"VUV321",2022,"30",1
"XLZ055",2022,"67",1
"AIG947",2022,"75",1
"VSL140",2022,"40",3
"VJZ780",2022,"50",3
"GRQ763",2022,"21",1
"OVI084",2022,"52",3
"KJA334",2022,"38",1
"TTP512",2022,"39",3
"VAF560",2022,"41",1
"LYX276",2022,"60",3
"RUG081",2022,"65",3
"AOK468",2022,"71",1
"HBW511",2022,"32",1
"MLS484",2022,"48",3
"ICU676",2022,"39",2
"OCN173",2022,"33",1
"ZIB162",2022,"55",1
"PDC212",2022,"36",2
"CLE127",2022,"66",3
"EJF262",2022,"34",2
"DKB674",2022,"46",1
"AWX493",2022,"68",3
"SIC954",2022,"41",1
"XLC898",2022,"47",1
"TFU_223",2022,"64",1
"BBO089",2022,"36",1
"FED871",2022,"32",1
"FBR321",2022,"64",1
"UED205",2022,"37",3
"BKC870",2022,"73",3
"YDG930",2022,"67",3
"XXH988",2022,"28",3
"PZA389",2022,"37",3
"DCD131",2022,"67",1
"HUX569",2022,"72",1
"TWM527",2022,"55",3
"KEG_322",2022,"53",3
"XVB091",2022,"62",2
"TED_457",2022,"54",2
"IJI735",2022,"53",3
"CGI927",2022,"20",2
"ZUX231",2022,"25",3
"QAG464",2022,"63",2
"JOF139",2022,"49",3
"VUJ548",2022,"57",1
"HUB168",2022,"60",3
"ONF955",2022,"67",2
"NSD336",2022,"32",3
"NGN310",2022,"73",3
"DWY_367",2022,"45",1
"CPG386",2022,"47",3
"EPO599",2022,"26",1
"KJU987",2022,"60",1
"PYE_189",2022,"62",3
"RLB119",2022,"52",1
"HUR343",2022,"75",3
"FYX233",2022,"26",1
"UMK630",2022,"50",1
"OHN238",2022,"64",2
"SJT091",2022,"39",3
"QSN509",2022,"41",NA
"RSM_032",2022,"47",3
"YWE443",2022,"56",3
"HQP490",2022,"61",1
"WPC304",2022,"36",1
"DQS443",2022,"56",1
"KNS070",2022,"43",2
"VAC592",2022,"35",3
"CIH439",2022,"69",3
"GQD592",2022,"58",1
"RYV032",2022,"62",1
"JCH335",2022,"61",3
"CWL653",2022,"68",3
"UTN072",2022,"68",NA
"THD404",2022,"44",1
"ARW034",2022,"56",1
"IOT997",2022,"30",3
"SPJ426",2022,"75",3
"IWK758",2022,"35",3
"XOJ762",2022,"56",1
"RTQ958",2022,"63",2
"NYK232",2022,"46",1
"VNE610",2022,"51",3
"TTQ567",2022,"36",3
"RMC611",2022,"48",3
"QGR184",2022,"66",1
"TFT478",2022,"54",1
"QUP584",2022,"52",3
"EFY782",2022,"35",2
"YAF_484",2022,"42",1
"GXW808",2022,"51",1
"BWU423",2022,"41",2
"ETV582",2022,"51",3
"JZH_915",2022,"61",3
"BCU539",2022,"69",1
"RXZ131",2022,"66",3
"SZW_303",2022,"33",1
"ADI817",2022,"64",3
"KHW262",2022,"39",3
"PNA299",2022,"62",1
"KMX321",2022,"71",2
"XQO057",2022,"36",3
"RVN195",2022,"69",3
"QHT856",2022,"70",3
"LHG106",2022,"26",2
"LHI014",2022,"63",1
"GOY903",2022,"59",3
"VPK611",2022,"57",2
"NPC826",2022,"42",1
"EFY500",2022,"41",3
"KPL171",2022,"54",1
"JHF970",2022,"49",3
"TIQ785",2022,"65",1
"EVV799",2022,"48",3
"ISH770",2022,"39",3
"AZW075",2022,"56",3
"RTM938",2022,"40",1
"NMC177",2022,"64",2
"BBJ276",2022,"66",3
"FSD762",2022,"38",3
"HEH294",2022,"71",3
"QGQ758",2022,"27",1
"UZM774",2022,"47",3
"NKW035",2022,"38",3
"PVQ469",2022,"40",NA
"BEH226",2022,"52",3
"ZII832",2022,"53",2
"PFG809",2022,"61",3
"XMQ756",2022,"70",3
"CYZ969",2022,"59",1
"NMP201",2022,"75",1
"ILY346",2022,"41",3
"ACB126",2022,"49",1
"OJW744",2022,"75",NA
"HEP671",2022,"44",3
"ITH941",2022,"42",1
"JBZ_654",2022,"33",3
"NVJ404",2022,"72",3
"QZO501",2022,"41",2
"BQH098",2022,"18",2
"ZEI278",2022,"69",3
"NPL621",2022,"53",1
"HCD027",2022,"43",1
"FGQ774",2022,"51",3
"BYS240",2022,"51",3
"SPV097",2022,"73",1
"PQT790",2022,"55",3
"EHP831",2022,"47",3
"KVL600",2022,"55",3
"KBI082",2022,"44",1
"ZLD801",2022,"62",3
"YDS_423",2022,"68",3
"EHT878",2022,"61",3
"FEX_910",2022,"63",1
"AYG960",2022,"38",1
"CDU_721",2022,"60",NA
"GJO307",2022,"72",1
"JMB147",2022,"61",2
"DWT972",2022,"71",1
"SYA682",2022,"47",1
"XBT269",2022,"68",3
"VFR577",2022,"39",1
"RNG541",2022,"21",2
"FKF006",2022,"72",1
"BUL999",2022,"46",3
"QMI_599",2022,"48",3
"YIQ166",2022,"72",2
"UYP913",2022,"75",1
"UTS641",2022,"44",1
"OZN829",2022,"35",3
"KNN416",2022,"64",1
"MWZ313",2022,"63",2
"NOY958",2022,"69",3
"BHA109",2022,"52",2
"KTW879",2022,"45",2
"HRL756",2022,"72",1
"PYK_899",2022,"45",2
"ZNH927",2022,"43",3
"SQI449",2022,"68",1
"MFQ703",2022,"46",2
"PWS802",2022,"57",NA
"DAK421",2022,"72",2
"RMH068",2022,"42",3
"HDQ219",2022,"40",1
"JGG662",2022,"57",3
"WUI961",2022,"68",3
"MVF_801",2022,"19",2
"RHF057",2022,"32",2
"ZKE315",2022,"#NA",3
"EJX970",2022,"40",2
"PIU530",2022,"35",3
"SGM168",2022,"62",1
"DHI893",2022,"75",3
"QMW093",2022,"50",2
"QJU234",2022,"51",1
"GEY980",2022,"48",1
"BYJ_790",2022,"73",3
"QNO198",2022,"35",1
"AAJ862",2022,"59",3
"WAP375",2022,"40",3
"JSV872",2022,"35",NA
"RFG975",2022,"49",3
"PFB355",2022,"38",1
"IQU514",2022,"18",1
"JLL431",2022,"75",1
"NKL939",2022,"37",3
"GSL115",2022,"53",3
"ETM814",2022,"49",1
"RSG976",2022,"42",1
"ODF802",2022,"36",1
"DQL170",2022,"70",3
"DGS362",2022,"52",3
"NMN452",2022,"49",3
"KFN715",2022,"36",1
"DDT321",2022,"51",3
"YBC326",2022,"21",1
"BKJ945",2022,"73",2
"AND251",2022,"35",3
"ULK770",2022,"67",3
"EZE582",2022,"46",3
"PVF_049",2022,"70",1
"XRB440",2022,"46",1
"THA_746",2022,"36",3
"VJI008",2022,"38",2
"OBJ111",2022,"65",1
"OUE889",2022,"48",1
"JNM914",2022,"54",1
"HRG213",2022,"72",3
"IMH794",2022,"67",1
"EVY926",2022,"35",1
"FRW348",2022,"71",3
"QFG361",2022,"41",3
"FPV614",2022,"23",3
"MHI386",2022,"43",2
"NDR835",2022,"32",3
"OFQ210",2022,"23",2
"ZEY585",2022,"63",3
"LXO820",2022,"34",3
"POM_610",2022,"40",1
"UXN611",2022,"60",3
"FGE816",2022,"72",1
"FSO640",2022,"34",3
"BYB586",2022,"52",1
"ILT544",2022,"56",3
"KCA429",2022,"32",3
"QRF526",2022,"47",3
"YLR886",2022,"22",1
"GAO855",2022,"54",2
"LMM801",2022,"75",3
"TFA739",2022,"60",2
"NCP132",2022,"61",3
"XML031",2022,"56",3
"DJE441",2022,"75",2
"GCP359",2022,"29",3
"ONZ355",2022,"39",1
"ITI688",2022,"33",1
"OHS058",2022,"38",3
"MBM939",2022,"27",3
"QXP417",2022,"70",3
"UHR485",2022,"61",3
"VZU869",2022,"46",1
"FDF271",2022,NA,3
"RWK988",2022,"36",3
"LVC959",2022,"34",1
"BUM475",2022,"18",1
"IMX500",2022,"50",3
"RFI272",2022,"58",1
"TWE962",2022,"37",3
"XEU952",2022,"72",1
"BZF_570",2022,"44",1
"ZVT797",2022,"39",3
"SVB367",2022,"46",3
"ZND238",2022,"69",3
"STZ420",2022,"42",1
"HAO480",2022,"52",3
"GBJ385",2022,"60",1
"AMF200",2022,"55",1
"TZJ181",2022,"75",3
"ZWZ015",2022,"75",1
"MQW734",2022,"41",3
"JPR_118",2022,"53",3
"HMO289",2022,"61",2
"HRF050",2022,"44",3
"DEZ097",2022,"61",1
"GPU055",2022,"21",2
"GFB859",2022,"61",3
"OUZ382",2022,"74",2
"GEF187",2022,"55",2
"SGG_555",2022,"32",3
"YRH137",2022,"60",3
"AZI621",2022,"40",3
"LDK867",2022,"58",3
"YER564",2022,"43",1
"SMO229",2022,"59",1
"DLN_432",2022,"49",1
"HCA732",2022,"56",1
"LAP489",2022,"32",1
"JZQ274",2022,"65",3
"ESB564",2022,"70",3
"RFI042",2022,NA,3
"DXU635",2022,"35",3
"OZG919",2022,"54",3
"EUO910",2022,"70",3
"SNH406",2022,"75",3
"MIN487",2022,"45",1
"EMG815",2022,"54",3
"IXF160",2022,"75",3
"JJM_557",2022,"36",3
"GJO490",2022,"63",2
"MXB277",2022,"50",3
"DBZ207",2022,"45",1
"OTZ896",2022,"66",NA
"UXD546",2022,"58",3
"KMR236",2022,"39",3
"SYJ027",2022,"51",2
"OEG151",2022,"37",3
"APV293",2022,"57",3
"UAC103",2022,"73",1
"QKD351",2022,"60",3
"DKZ521",2022,"28",3
"ALO832",2022,"36",1
"QEQ809",2022,"53",3
"ZUF_814",2022,"40",1
"OJT865",2022,"44",1
"IGK983",2022,"35",1
"EEG471",2022,"46",2
"XAX431",2022,"50",3
"FPN572",2022,"50",3
"WCF502",2022,"67",1
"GKY967",2022,"43",3
"FOW311",2022,"50",3
"JFF232",2022,"42",3
"CSW173",2022,"75",2
"VBD_060",2022,"49",2
"HZM675",2022,"73",1
"UTS335",2022,"72",3
"UUM178",2022,"40",1
"RUE323",2022,"69",1
"CIJ777",2022,"51",1
"WFZ_835",2022,"63",3
"EMY567",2022,"58",3
"IZE907",2022,"46",2
"FRU062",2022,"60",3
"QZE030",2022,"59",2
"IMY030",2022,"55",1
"BWZ928",2022,"57",1
"JPK036",2022,"56",1
"HEZ616",2022,"58",3
"RRX693",2022,"65",1
"AZO970",2022,"41",1
"BKB277",2022,"56",1
"XSH913",2022,"58",3
"VCM003",2022,"39",2
"ZNU999",2022,"54",3
"FQN641",2022,"52",3
"WIM897",2022,"51",2
"QUN840",2022,"46",3
"HSR700",2022,"44",1
"IMX911",2022,"55",2
"SAR128",2022,"70",1
"VZE128",2022,"33",3
"CXA_030",2022,"54",3
"IQN464",2022,"59",3
"POM386",2022,"55",1
"ABI506",2022,"40",3
"CHD877",2022,"66",1
"HQB049",2022,"58",3
"FBA370",2022,"72",1
"IMV753",2022,"53",3
"RYR058",2022,"72",1
"SXU024",2022,"59",2
"JQH027",2022,"53",2
"IEH258",2022,"73",1
"YXY282",2022,"60",3
"EQV084",2022,"75",3
"QYN337",2022,"64",3
"ZFX_860",2022,"46",3
"HYW523",2022,"57",3
"YSN245",2022,"27",3
"IAC445",2022,"75",2
"PSF_674",2022,"45",3
"JWO771",2022,"48",3
"LXJ014",2022,"49",3
"SHR573",2022,"57",3
"LTF231",2022,"45",3
"ZCQ802",2022,"26",3
"SQY762",2022,"45",3
"YIF211",2022,"44",2
"KQY056",2022,"59",3
"IAN164",2022,"42",1
"CYJ295",2022,"63",2
"FZK077",2022,"71",3
"EOT_403",2022,"21",1
"SHS177",2022,"18",1
"RHA842",2022,"50",2
"PDS619",2022,"68",3
"CCV235",2022,"30",3
"AEK237",2022,"38",3
"DTX839",2022,"44",3
"YYE523",2022,"72",3
"PEG620",2022,"37",3
"GLR097",2022,"50",3
"IQC221",2022,"60",1
"WWR277",2022,"49",1
"BAY907",2022,"71",3
"DGA_711",2022,"70",3
"VEE634",2022,"66",3
"EYG797",2022,"65",1
"PXH481",2022,"53",1
"KBQ238",2022,"52",3
"QAQ231",2022,"66",1
"QWO411",2022,"39",NA
"NAF654",2022,"67",3
"FLL_360",2022,"54",3
"DVR703",2022,"60",2
"RRC_861",2022,"34",1
"VLH_861",2022,"32",3
"BQK241",2022,"33",2
"JNB062",2022,"27",1
"HDC215",2022,"49",2
"XXY625",2022,"36",3
"RQO054",2022,"74",1
"ZWU488",2022,"62",3
"HLW693",2022,"64",2
"SUU382",2022,"36",1
"GBF642",2022,"35",1
"TCZ120",2022,"59",1
"COC598",2022,"69",1
"BGD_276",2022,"58",3
"UZV_777",2022,"68",3
"DUR409",2022,"67",3
"GQR045",2022,"62",3
"XWN_495",2022,"49",2
"SDW213",2022,"63",1
"BFT785",2022,"42",3
"BGE888",2022,"37",NA
"KBA297",2022,"35",3
"RKW334",2022,"40",3
"IKY668",2022,"38",2
"ZYT955",2022,"32",3
"MVX440",2022,"39",1
"ZDY363",2022,"38",3
"RFS974",2022,"50",2
"ZTM560",2022,"67",1
"QFH286",2022,"63",NA
"FHD992",2022,"61",2
"LOW246",2022,"52",3
"GXK801",2022,"57",1
"HSQ058",2022,"65",3
"OLE519",2022,"40",3
"ZUY639",2022,"35",3
"UHU_266",2022,"47",3
"JIZ485",2022,"41",2
"HPD697",2022,"37",1
"GWZ956",2022,"53",3
"VRI033",2022,"37",3
"QMX474",2022,"36",3
"CJB246",2022,"28",3
"YPF165",2022,"59",2
"QOH802",2022,"62",NA
"KVR062",2022,"55",3
"HBR017",2022,"51",NA
"RBO653",2022,"57",3
"AGF154",2022,"70",3
"RWI694",2022,"42",3
"TAC914",2022,"64",3
"EEZ369",2022,"67",1
"WVL594",2022,"62",2
"RCO599",2022,"21",1
"TTK608",2022,"32",1
"JXG718",2022,"37",1
"UPH201",2022,"50",3
"WVJ065",2022,"71",3
"VCP732",2022,"60",3
"WJP_072",2022,"19",1
"EAJ820",2022,"75",3
"GGA_756",2022,"49",1
"DPW777",2022,"74",3
"OZW168",2022,"50",1
"DAY170",2022,"52",1
"MSS379",2022,"56",2
"AHS797",2022,"72",3
"WNK534",2022,"73",2
"VVV052",2022,"64",1
"UMW805",2022,"73",3
"SEL_730",2022,"34",3
"VBH820",2022,"64",1
"PSO050",2022,"50",3
"BOI016",2022,"41",3
"FQA937",2022,"73",3
"KXA850",2022,"51",1
"AOE683",2022,"66",3
"OEJ774",2022,"33",1
"WSV918",2022,"34",3
"OSX452",2022,"70",2
"WYA096",2022,"43",NA
"EGW_031",2022,"45",1
"QZP578",2022,NA,1
"JEU_578",2022,"62",2
"FQF634",2022,"75",3
"LWL837",2022,"61",3
"KKY382",2022,"68",3
"RDB_609",2022,"60",3
"WVB062",2022,"54",1
"KAD848",2022,"64",NA
"GHZ235",2022,"37",3
"FZH775",2022,"44",3
"AVO590",2022,"51",3
"TXK395",2022,"25",3
"RMO621",2022,"39",1
"NJS827",2022,"36",1
"WLF517",2022,"65",2
"OIP701",2022,"59",2
"DLD_969",2022,"61",3
"WXB684",2022,"45",1
"AUM377",2022,"45",3
"XNC956",2022,"67",3
"UYQ010",2022,"39",3
"ZUA568",2022,"51",2
"ZIC852",2022,"48",1
"VII780",2022,"53",1
"SSE719",2022,"25",3
"AJQ295",2022,"62",3
"RNL577",2022,"68",1
"HOO801",2022,"69",3
"PHL_422",2022,"40",3
"GYM_504",2022,"55",1
"NNI623",2022,"55",3
"NYV_418",2022,"33",2
"GEL_886",2022,"64",3
"PLJ871",2022,"53",3
"QWC386",2022,"69",3
"HID193",2022,"48",3
"FTP711",2022,"18",2
"CVQ736",2022,"64",3
"CBM534",2022,"44",3
"PZO868",2022,"34",3
"PQI173",2022,"35",1
"HOB485",2022,"56",1
"DVE450",2022,"65",1
"PVO_406",2022,"36",3
"GBT875",2022,"26",1
"SGL905",2022,"42",2
"KTL163",2022,"73",1
"HDI328",2022,"35",1
"GND478",2022,"30",1
"VWB_596",2022,"43",3
"OIR320",2022,"63",3
"IGF_285",2022,"74",1
"QGA384",2022,"51",3
"XJW182",2022,"63",1
"SBR797",2022,"51",3
"RET480",2022,"71",2
"HJT329",2022,"72",1
"BMB150",2022,"40",3
"LVP256",2022,"35",1
"OXC978",2022,"57",3
"CWM596",2022,"55",3
"YRW860",2022,"64",1
"QJU075",2022,"33",3
"RAF_554",2022,"45",3
"JOY143",2022,"39",3
"ZYQ113",2022,"37",1
"LVW347",2022,"47",2
"VAV742",2022,"40",3
"LQD569",2022,"34",1
"QKX991",2022,"25",3
"UNF038",2022,"22",1
"RXH031",2022,"52",3
"YIM_141",2022,"36",2
"UQR423",2022,"62",2
"EYC244",2022,"58",1
"MGZ565",2022,"75",1
"BYR035",2022,"52",3
"NJJ307",2022,"32",1
"FAG_718",2022,"51",1
"NDH026",2022,"50",3
"WAH004",2022,"59",3
"SYU383",2022,"72",2
"RBT407",2022,"32",3
"SPB_885",2022,"56",3
"QTU072",2022,"29",3
"IWI627",2022,"37",3
"FLD808",2022,"23",3
"KSL444",2022,"50",1
"DWU578",2022,"45",3
"COQ_381",2022,"65",1
"GEK121",2022,"23",1
"DPC492",2022,"46",1
"VCQ803",2022,"57",3
"WXY093",2022,"42",1
"MRK220",2022,"54",NA
"IAX062",2022,"28",2
"BFT676",2022,"19",1
"EQU974",2022,"62",3
"ULG834",2022,"60",3
"QON342",2022,"61",1
"EAC979",2022,"54",3
"POC878",2022,"64",3
"MKW372",2022,"29",3
"FGD833",2022,"40",3
"IWR882",2022,"71",2
"VAV912",2022,"50",3
"JOS_076",2022,"#NA",3
"QFM214",2022,"57",1
"KSL855",2022,"44",1
"BNP688",2022,"55",1
"AUO968",2022,"62",1
"CRV542",2022,"70",1
"ERH562",2022,"46",3
"ZRD385",2022,"46",NA
"COP796",2022,"75",2
"BPA987",2022,"51",3
"EJP858",2022,"57",2
"EXT093",2022,"71",1
"OKL653",2022,"21",2
"DGA285",2022,"49",3
"HZF_887",2022,"32",3
"ABZ309",2022,NA,3
"FUQ810",2022,"46",2
"LAS901",2022,"51",3
"DRT984",2022,"71",3
"OWN_349",2022,"53",NA
"DSO831",2022,"54",1
"TBK573",2022,"56",3
"DAR876",2022,"38",1
"ZWU748",2022,"30",3
"YXS_737",2022,"39",3
"CTF277",2022,"47",3
"IBA_956",2022,"74",3
"YUJ331",2022,"68",3
"YNN905",2022,"57",1
"ZYD750",2022,"51",3
"JUF149",2022,"36",3
"NTM801",2022,"33",1
"UUH584",2022,"39",2
"SEK445",2022,"31",2
"AWY822",2022,"58",1
"RVE836",2022,"35",3
"OQB406",2022,"62",3
"MAK791",2022,"40",3
"CDS665",2022,"33",1
"VMV050",2022,"35",1
"UCL868",2022,"26",1
"FSB464",2022,"22",1
"MRW355",2022,"32",3
"ERN380",2022,"62",2
"GWM149",2022,"45",3
"KKY298",2022,"36",3
